citation,document_number,end_page,html_url,pdf_url,type,subtype,publication_date,signing_date,start_page,title,disposition_notes,executive_order_number
68 FR 10617, 03-5343,10633,https://www.federalregister.gov/documents/2003/03/05/03-5343/amendment-of-executive-orders-and-other-actions-in-connection-with-the-transfer-of-certain-functions,https://www.govinfo.gov/content/pkg/FR-2003-03-05/pdf/03-5343.pdf,Presidential Document,Executive Order,03/05/2003,02/28/2003,10617,"Amendment of Executive Orders, and Other Actions, in Connection With the Transfer of Certain Functions to the Secretary of Homeland Security","Amends:  EO 4601, March 1, 1927; EO 10113, February 24, 1950; EO 10163, September 25, 1950; EO 10179, November 8, 1950; EO 10271, July 7, 1951; EO 10448, April 22, 1953; EO 10499, November 4, 1953; EO 10554, August 18, 1954; EO 10631, August 17, 1955; EO 10637, September 16, 1955; EO 10694, January 10, 1957; EO 10789, November 14, 1958; EO 10977, December 4, 1961; EO 11016, April 25, 1962; EO 11046, August 24, 1962; EO 11079, January 25, 1963; EO 11139, January 7, 1964; EO 11190, December 29, 1964; EO 11231, July 8, 1965; EO 11239, July 31, 1965; EO 11366, August 4, 1967; EO 11438, December 3, 1968; EO 11446, January 16, 1969; EO 11448, January 16, 1969; EO 11623, October 12, 1971; EO 11645, February 8, 1972; EO 11800, August 17, 1974; EO 11858, May 7, 1975; EO 11926, July 19, 1976; EO 11965, January 19, 1977; EO 12002, July 7, 1977; EO 12146, July 18, 1979; EO 12148, July 20, 1979; EO 12160, September 26, 1979; EO 12188, January 2, 1980; EO 12208, April 15, 1980; EO 12341, January 21, 1982; EO 12382, September 13, 1982; EO 12472, April 3, 1984; EO 12501, January 28, 1985; EO 12555, March 10, 1986; EO 12580, January 23, 1987; EO 12656, November 18, 1988; EO 12657, November 18, 1988; EO 12699, January 5, 1990; EO 12727, August 22, 1990; EO 12728, August 22, 1990; EO 12733, November 13, 1990; EO 12742, January 8, 1991; EO 12743, January 18, 1991; EO 12777, October 18, 1991; EO 12788, January 15, 1992; EO 12789, February 10, 1992; EO 12793, March 20, 1992; EO 12807, May 24, 1992; EO 12824, December 7, 1992; EO 12830, January 9, 1993; EO 12835, January 25, 1993; EO 12870, September 30, 1993; EO 12906, April 11, 1994; EO 12919, June 3, 1994; EO 12977, October 19, 1995; EO 12978, October 21, 1995; EO 12982, December 8, 1995; EO 12985, January 11, 1996; EO 12989, February 13, 1996; EO 13011, July 16, 1996; EO 13076, February 24, 1998; EO 13100, August 25, 1998; EO 13112, February 3, 1999; EO 13120, April 27, 1999; EO 13133, August 5, 1999; EO 13154, May 3, 2000; EO 13165, August 9, 2000; EO 13212, May 18, 2001; EO 13223, September 14, 2001; EO 13228, October 8, 2001; EO 13231, October 16, 2001; EO 13254, January 29, 2002; EO 13257, February 13, 2002; EO 13260, March 19, 2002; EO 13271, July 9, 2002; EO 13274, September 18, 2002; EO 13276, November 15, 2002
Amended by: EO 13442, August 13, 2007; EO 13753, December 9, 2016
 Revokes: EO 13260, March 19, 2002 eff. March 31, 2002
 See:  EO 13130, July 14, 1999; EO 13284, January 23, 2003; Notice of September 10, 2003 (68 FR 53665); Notice of September 10, 2004 (69 FR 55313); EO 13362, November 29, 2004; EO 13373, March 10, 2005; Notice of September 8, 2005 (70 FR 54229)
",13286
68 FR 10635, 03-05344,10638,https://www.federalregister.gov/documents/2003/03/05/03-05344/preserve-america,https://www.govinfo.gov/content/pkg/FR-2003-03-05/pdf/03-05344.pdf,Presidential Document,Executive Order,03/05/2003,03/03/2003,10635,Preserve America,"",13287
68 FR 5203, 03-2606,5204,https://www.federalregister.gov/documents/2003/02/03/03-2606/presidents-council-on-service-and-civic-participation,https://www.govinfo.gov/content/pkg/FR-2003-02-03/pdf/03-2606.pdf,Presidential Document,Executive Order,02/03/2003,01/29/2003,5203,President's Council on Service and Civic Participation,"Amended by: EO 13371, February 16, 2005; EO 13424, January 26, 2007; EO 13471, August 28, 2008",13285
68 FR 4075, 03-2069,4078,https://www.federalregister.gov/documents/2003/01/28/03-2069/amendment-of-executive-orders-and-other-actions-in-connection-with-the-establishment-of-the,https://www.govinfo.gov/content/pkg/FR-2003-01-28/pdf/03-2069.pdf,Presidential Document,Executive Order,01/28/2003,01/23/2003,4075,"Amendment of Executive Orders, and Other Actions, in Connection With the Establishment of the Department of Homeland Security","Amends:  EO 10865, February 20, 1960; EO 11423, August 16, 1968; EO 11958, January 18, 1977; EO 12260, December 31, 1980; EO 12333, December 4, 1981; EO 12590, March 26, 1987; EO 12859, August 16, 1993; EO 12881, November 23, 1993; EO 12992, March 15, 1996; EO 13011, July 16, 1996; EO 13048, June 10, 1997; EO 13122, May 25, 1999; EO 13151, April 27, 2000; EO 13224, September 23, 2001; EO 13228, October 8, 2001; EO 13231, October 16, 2001; EO 13234, November 9, 2001;
 ; See:  EO 12829, January 6, 1993; EO 12958, April 17, 1995; EO 12968, August 2, 1995; EO 13286, February 28, 2003; EO 13371, February 16, 2005",13284
68 FR 3371, 03-1798,3372,https://www.federalregister.gov/documents/2003/01/24/03-1798/establishing-the-office-of-global-communications,https://www.govinfo.gov/content/pkg/FR-2003-01-24/pdf/03-1798.pdf,Presidential Document,Executive Order,01/24/2003,01/21/2003,3371,Establishing the Office of Global Communications,"See:  EO 12333, December 4, 1981; Revoked by: EO 13385, September 29, 2005",13283
68 FR 1131, 03-464,1142,https://www.federalregister.gov/documents/2003/01/08/03-464/adjustments-of-certain-rates-of-pay,https://www.govinfo.gov/content/pkg/FR-2003-01-08/pdf/03-464.pdf,Presidential Document,Executive Order,01/08/2003,12/31/2002,1131,Adjustments of Certain Rates of Pay,"Superseded by: EO 13322, December 30, 2003",13282
67 FR 78317, 02-32518,78319,https://www.federalregister.gov/documents/2002/12/23/02-32518/half-day-closing-of-executive-departments-and-agencies-of-the-federal-government-on-tuesday-december,https://www.govinfo.gov/content/pkg/FR-2002-12-23/pdf/02-32518.pdf,Presidential Document,Executive Order,12/23/2002,12/19/2002,78317,"Half-Day Closing of Executive Departments and Agencies of the Federal Government on Tuesday, December 24, 2002","",13281
67 FR 77139, 02-31831,77144,https://www.federalregister.gov/documents/2002/12/16/02-31831/equal-protection-of-the-laws-for-faith-based-and-community-organizations,https://www.govinfo.gov/content/pkg/FR-2002-12-16/pdf/02-31831.pdf,Presidential Document,Executive Order,12/16/2002,12/12/2002,77139,Equal Protection of the Laws for Faith-Based and Community Organizations,"Amends: EO 11246, September 24, 1965; Amended by: EO 13403, May 12, 2006; EO 13559, November 17, 2010; EO 14015, February 14, 2021",13279
67 FR 77145, 02-31832,77146,https://www.federalregister.gov/documents/2002/12/16/02-31832/responsibilities-of-the-department-of-agriculture-and-the-agency-for-international-development-with,https://www.govinfo.gov/content/pkg/FR-2002-12-16/pdf/02-31832.pdf,Presidential Document,Executive Order,12/16/2002,12/12/2002,77145,Responsibilities of the Department of Agriculture and the Agency for International Development With Respect to Faith-Based and Community Initiatives,"Amended by: EO 14015, February 14, 2021",13280
67 FR 76671, 02-31624,76672,https://www.federalregister.gov/documents/2002/12/13/02-31624/presidents-commission-on-the-united-states-postal-service,https://www.govinfo.gov/content/pkg/FR-2002-12-13/pdf/02-31624.pdf,Presidential Document,Executive Order,12/13/2002,12/11/2002,76671,President's Commission on the United States Postal Service,"Revoked by: EO 13316, September 17, 2003",13278
67 FR 70303, 02-29832,70307,https://www.federalregister.gov/documents/2002/11/21/02-29832/delegation-of-certain-authorities-and-assignment-of-certain-functions-under-the-trade-act-of-2002,https://www.govinfo.gov/content/pkg/FR-2002-11-21/pdf/02-29832.pdf,Presidential Document,Executive Order,11/21/2002,11/19/2002,70303,Delegation of Certain Authorities and Assignment of Certain Functions Under the Trade Act of 2002,"Amends: EO 11846, March 27, 1975; Amended by: EO 13346, July 8, 2004",13277
67 FR 69983, 02-29580,69986,https://www.federalregister.gov/documents/2002/11/19/02-29580/delegation-of-responsibilities-concerning-undocumented-aliens-interdicted-or-intercepted-in-the,https://www.govinfo.gov/content/pkg/FR-2002-11-19/pdf/02-29580.pdf,Presidential Document,Executive Order,11/19/2002,11/15/2002,69983,Delegation of Responsibilities Concerning Undocumented Aliens Interdicted or Intercepted in the Caribbean Region,"See: EO 12807, May 24, 1992; Amends: EO 13286, February 28, 2003",13276
67 FR 62869, 02-25900,62869,https://www.federalregister.gov/documents/2002/10/09/02-25900/creating-a-board-of-inquiry-to-report-on-certain-labor-disputes-affecting-the-maritime-industry-of,https://www.govinfo.gov/content/pkg/FR-2002-10-09/pdf/02-25900.pdf,Presidential Document,Executive Order,10/09/2002,10/07/2002,62869,Creating a Board of Inquiry To Report on Certain Labor Disputes Affecting the Maritime Industry of the United States,"",13275
67 FR 59449, 02-24252,59450,https://www.federalregister.gov/documents/2002/09/23/02-24252/environmental-stewardship-and-transportation-infrastructure-project-reviews,https://www.govinfo.gov/content/pkg/FR-2002-09-23/pdf/02-24252.pdf,Presidential Document,Executive Order,09/23/2002,09/18/2002,59449,Environmental Stewardship and Transportation Infrastructure Project Reviews,"Amends: EO 13286, February 28, 2003",13274
67 FR 56215, 02-22526,56215,https://www.federalregister.gov/documents/2002/09/03/02-22526/further-amending-executive-order-10173-as-amended-prescribing-regulations-relating-to-the,https://www.govinfo.gov/content/pkg/FR-2002-09-03/pdf/02-22526.pdf,Presidential Document,Executive Order,09/03/2002,08/21/2002,56215,"Further Amending Executive Order 10173, as Amended, Prescribing Regulations Relating to the Safeguarding of Vessels, Harbors, Ports, and Waterfront Facilities of the United States","See: EO 10173, October 18, 1950",13273
67 FR 53461, 02-21056,53462,https://www.federalregister.gov/documents/2002/08/16/02-21056/proper-consideration-of-small-entities-in-agency-rulemaking,https://www.govinfo.gov/content/pkg/FR-2002-08-16/pdf/02-21056.pdf,Presidential Document,Executive Order,08/16/2002,08/13/2002,53461,Proper Consideration of Small Entities in Agency Rulemaking,"See: EO 12866, September 30, 1993",13272
67 FR 46091, 02-17640,46092,https://www.federalregister.gov/documents/2002/07/11/02-17640/establishment-of-the-corporate-fraud-task-force,https://www.govinfo.gov/content/pkg/FR-2002-07-11/pdf/02-17640.pdf,Presidential Document,Executive Order,07/11/2002,07/09/2002,46089,Establishment of the Corporate Fraud Task Force,"Amended by: EO 13286, February 28, 2003; Terminated by: EO 13519, November 17, 2009",13271
67 FR 45287, 02-17273,45287,https://www.federalregister.gov/documents/2002/07/08/02-17273/expedited-naturalization-of-aliens-and-noncitizen-nationals-serving-in-an-active-duty-status-during,https://www.govinfo.gov/content/pkg/FR-2002-07-08/pdf/02-17273.pdf,Presidential Document,Executive Order,07/08/2002,07/03/2002,45287,Expedited Naturalization of Aliens and Noncitizen Nationals Serving in an Active-Duty Status During the War on Terrorism,"",13269
67 FR 45288, 02-17274,45291,https://www.federalregister.gov/documents/2002/07/08/02-17274/tribal-colleges-and-universities,https://www.govinfo.gov/content/pkg/FR-2002-07-08/pdf/02-17274.pdf,Presidential Document,Executive Order,07/08/2002,07/03/2002,45288,Tribal Colleges and Universities,"Amended by: EO 13316, September 17, 2003; EO 13385, September 29, 2005; Continued by: EO 13446, September 28, 2007; EO 13511, September 29, 2009; Revokes: EO 13021, October 19, 1996; See: EO 13585, September 30, 2011; EO 13592, December 2, 2011",13270
67 FR 44751, 02-16951,44752,https://www.federalregister.gov/documents/2002/07/03/02-16951/termination-of-emergency-with-respect-to-the-taliban-and-amendment-of-executive-order-13224-of,https://www.govinfo.gov/content/pkg/FR-2002-07-03/pdf/02-16951.pdf,Presidential Document,Executive Order,07/03/2002,07/02/2002,44749,"Termination of Emergency With Respect to the Taliban and Amendment of Executive Order 13224 of September 23, 2001","Amends: EO 13224, September 23, 2001; See: EO 13129, July 4, 1999; EO 13371, February 16, 2005",13268
67 FR 42467, 02-16040,42468,https://www.federalregister.gov/documents/2002/06/24/02-16040/activities-to-promote-personal-fitness,https://www.govinfo.gov/content/pkg/FR-2002-06-24/pdf/02-16040.pdf,Presidential Document,Executive Order,06/24/2002,06/20/2002,42467,Activities To Promote Personal Fitness,"",13266
67 FR 42469, 02-16041,42470,https://www.federalregister.gov/documents/2002/06/24/02-16041/establishing-a-transition-planning-office-for-the-department-of-homeland-security-within-the-office,https://www.govinfo.gov/content/pkg/FR-2002-06-24/pdf/02-16041.pdf,Presidential Document,Executive Order,06/24/2002,06/20/2002,42469,Establishing a Transition Planning Office for the Department of Homeland Security Within the Office of Management and Budget,"",13267
67 FR 39841, 02-14807,39842,https://www.federalregister.gov/documents/2002/06/11/02-14807/presidents-council-on-physical-fitness-and-sports,https://www.govinfo.gov/content/pkg/FR-2002-06-11/pdf/02-14807.pdf,Presidential Document,Executive Order,06/11/2002,06/06/2002,39841,President's Council on Physical Fitness and Sports,"Amended by: EO 13316, September 17, 2003; EO 13385, September 29, 2005; EO 13545, June 22, 2010; EO 13824, February 26, 2018
Continued by: EO 13446, September 28, 2007; EO 13511, September 29, 2009; EO 13652, September 30, 2013; EO 13708, September 30, 2015; EO 13811, September 29, 2017
Revokes: EO 12345, February 2, 1982
See: EO 13585, September 30, 2011",13265
67 FR 39243, 02-14497,39243,https://www.federalregister.gov/documents/2002/06/07/02-14497/amendment-to-executive-order-13180-air-traffic-performance-based-organization,https://www.govinfo.gov/content/pkg/FR-2002-06-07/pdf/02-14497.pdf,Presidential Document,Executive Order,06/07/2002,06/04/2002,39243,"Amendment to Executive Order 13180, Air Traffic Performance-Based Organization","Amends: EO 13180, December 7, 2000",13264
67 FR 22337, 02-11166,22338,https://www.federalregister.gov/documents/2002/05/03/02-11166/presidents-new-freedom-commission-on-mental-health,https://www.govinfo.gov/content/pkg/FR-2002-05-03/pdf/02-11166.pdf,Presidential Document,Executive Order,05/03/2002,04/29/2002,22337,President's New Freedom Commission on Mental Health,"Revoked by: EO 13316, September 17, 2003;  See: Proclamation 7804 of July 26, 2004",13263
67 FR 18773, 02-9536,18792,https://www.federalregister.gov/documents/2002/04/17/02-9536/2002-amendments-to-the-manual-for-courts-martial-united-states,https://www.govinfo.gov/content/pkg/FR-2002-04-17/pdf/02-9536.pdf,Presidential Document,Executive Order,04/17/2002,04/11/2002,18773,"2002 Amendments to the Manual for Courts-Martial, United States","Amends: EO 12473, April 13, 1984; See: EO 13447, September 28, 2007",13262
67 FR 13239, 02-07085,13239,https://www.federalregister.gov/documents/2002/03/21/02-07085/designation-of-public-international-organizations-for-purposes-of-the-securities-exchange-act-of,https://www.govinfo.gov/content/pkg/FR-2002-03-21/pdf/02-07085.pdf,Presidential Document,Executive Order,03/21/2002,03/19/2002,13237,Designation of Public International Organizations for Purposes of the Securities Exchange Act of 1934 and the Foreign Corrupt Practices Act of 1977,"",13259
67 FR 13241, 02-07086,13242,https://www.federalregister.gov/documents/2002/03/21/02-07086/establishing-the-presidents-homeland-security-advisory-council-and-senior-advisory-committees-for,https://www.govinfo.gov/content/pkg/FR-2002-03-21/pdf/02-07086.pdf,Presidential Document,Executive Order,03/21/2002,03/19/2002,13241,Establishing the President's Homeland Security Advisory Council and Senior Advisory Committees for Homeland,"Amends: EO 13286, February 28, 2003; Revoked by: EO 13286, February 28, 2003 eff. March 31, 2003",13260
67 FR 13243, 02-7087,13244,https://www.federalregister.gov/documents/2002/03/21/02-7087/providing-an-order-of-succession-in-the-environmental-protection-agency-and-amending-certain-orders,https://www.govinfo.gov/content/pkg/FR-2002-03-21/pdf/02-7087.pdf,Presidential Document,Executive Order,03/21/2002,03/19/2002,13243,Providing An Order of Succession in the Environmental Protection Agency and Amending Certain Orders on Succession,"Amends: EO 13241, December 18, 2001; EO 13242, December 18, 2001; EO 13243, December 18, 2001; EO 13244, December 18, 2001; EO 13245, December 18, 2001; EO 13246, December 18, 2001; EO 13247, December 18, 2001; EO 13250, December 28, 2001; EO 13251, December 28, 2001; Amended by: EO 13344, July 9, 2004",13261
67 FR 9385, 02-5069,9386,https://www.federalregister.gov/documents/2002/02/28/02-5069/amending-executive-order-12866-on-regulatory-planning-and-review,https://www.govinfo.gov/content/pkg/FR-2002-02-28/pdf/02-5069.pdf,Presidential Document,Executive Order,02/28/2002,02/26/2002,9383,Amending Executive Order 12866 on Regulatory Planning and Review,"Amends: EO 12866, September 30, 1993;  Revoked by: EO 13497, January 30, 2009",13258
67 FR 7259, 02-4071,7260,https://www.federalregister.gov/documents/2002/02/19/02-4071/presidents-interagency-task-force-to-monitor-and-combat-trafficking-in-persons,https://www.govinfo.gov/content/pkg/FR-2002-02-19/pdf/02-4071.pdf,Presidential Document,Executive Order,02/19/2002,02/13/2002,7259,President's Interagency Task Force To Monitor and Combat Trafficking in Persons,"Amends: EO 13286, February 28, 2003; See: EO 13228, October 8, 2001; Amended by: EO 13333, March 18, 2004",13257
67 FR 6823, 02-3826,6825,https://www.federalregister.gov/documents/2002/02/14/02-3826/presidents-board-of-advisors-on-historically-black-colleges-and-universities,https://www.govinfo.gov/content/pkg/FR-2002-02-14/pdf/02-3826.pdf,Presidential Document,Executive Order,02/14/2002,02/12/2002,6823,President's Board of Advisors on Historically Black Colleges and Universities,"Amended by: EO 13316, September 17, 2003; EO 13385, September 29, 2005; Continued by: EO 13446, September 28, 2007; EO 13511, September 29, 2009; Revoked by: EO 13532, February 26, 2010; Revokes: EO 12876, November 1, 1993",13256
67 FR 6157, 02-3337,6157,https://www.federalregister.gov/documents/2002/02/08/02-3337/amendment-to-executive-order-13227-presidents-commission-on-excellence-in-special-education,https://www.govinfo.gov/content/pkg/FR-2002-02-08/pdf/02-3337.pdf,Presidential Document,Executive Order,02/08/2002,02/06/2002,6155,"Amendment to Executive Order 13227, President's Commission on Excellence in Special Education","Amends: EO 13227, October 2, 2001; See: EO 13316, September 17, 2003",13255
67 FR 4869, 02-2638,4871,https://www.federalregister.gov/documents/2002/02/01/02-2638/establishing-the-usa-freedom-corps,https://www.govinfo.gov/content/pkg/FR-2002-02-01/pdf/02-2638.pdf,Presidential Document,Executive Order,02/01/2002,01/29/2002,4869,Establishing the USA Freedom Corps,"Amends: EO 13286, February 28, 2003",13254
67 FR 2791, 02-1594,2792,https://www.federalregister.gov/documents/2002/01/18/02-1594/amendment-to-executive-order-13223-ordering-the-ready-reserve-of-the-armed-forces-to-active-duty-and,https://www.govinfo.gov/content/pkg/FR-2002-01-18/pdf/02-1594.pdf,Presidential Document,Executive Order,01/18/2002,01/16/2002,2789,"Amendment to Executive Order 13223, Ordering the Ready Reserve of the Armed Forces to Active Duty and Delegating Certain Authorities to the Secretary of Defense and the","Amends: EO 13223, September 14, 2001; See: Notice of September 12, 2002 (67 FR 58317); Notice of September 10, 2003 (68 FR 53665); Notice of September 10, 2004 (69 FR 55313); Notice of September 8, 2005 (70 FR 54229)",13253
67 FR 1597, 02-917,1597,https://www.federalregister.gov/documents/2002/01/11/02-917/providing-an-order-of-succession-within-the-department-of-health-and-human-services,https://www.govinfo.gov/content/pkg/FR-2002-01-11/pdf/02-917.pdf,Presidential Document,Executive Order,01/11/2002,12/28/2001,1595,Providing an Order of Succession Within the Department of Health and Human Services,"Amended by: EO 13261, March 19, 2002; Revoked by: EO 13461, February 15, 2008",13250
67 FR 1601, 02-919,1601,https://www.federalregister.gov/documents/2002/01/11/02-919/exclusions-from-the-federal-labor-management-relations-program,https://www.govinfo.gov/content/pkg/FR-2002-01-11/pdf/02-919.pdf,Presidential Document,Executive Order,01/11/2002,01/07/2002,1601,Exclusions From the Federal Labor-Management Relations Program,"Amends: EO 12171, November 19, 1979",13252
67 FR 1599, 02-918,1600,https://www.federalregister.gov/documents/2002/01/11/02-918/providing-an-order-of-succession-within-the-department-of-state,https://www.govinfo.gov/content/pkg/FR-2002-01-11/pdf/02-918.pdf,Presidential Document,Executive Order,01/11/2002,12/28/2001,1599,Providing an Order of Succession Within the Department of State,"Revokes: EO 12343, January 27, 1982; Amended by: EO 13261, March 19, 2002",13251
67 FR 639, 02-448,648,https://www.federalregister.gov/documents/2002/01/07/02-448/adjustments-of-certain-rates-of-pay,https://www.govinfo.gov/content/pkg/FR-2002-01-07/pdf/02-448.pdf,Presidential Document,Executive Order,01/07/2002,12/28/2001,639,Adjustments of Certain Rates of Pay,"Supersedes: EO 13182, December 23, 2000",13249
66 FR 66705, 01-31959,66706,https://www.federalregister.gov/documents/2001/12/27/01-31959/establishing-an-emergency-board-to-investigate-a-dispute-between-united-airlines-inc-and-its,https://www.govinfo.gov/content/pkg/FR-2001-12-27/pdf/01-31959.pdf,Presidential Document,Executive Order,12/27/2001,12/20/2001,66705,"Establishing an Emergency Board To Investigate a Dispute Between United Airlines, Inc., and its Mechanics and Related Employees Represented by the International Association of Machinists and Aerospace Workers","",13248
66 FR 66257, 01-31665,66257,https://www.federalregister.gov/documents/2001/12/21/01-31665/council-of-europe-in-respect-of-the-group-of-states-against-corruption,https://www.govinfo.gov/content/pkg/FR-2001-12-21/pdf/01-31665.pdf,Presidential Document,Executive Order,12/21/2001,12/18/2001,66255,Council of Europe in Respect of the Group of States Against Corruption,"Revokes: EO 11957, January 13, 1977; Amended by: EO 13261, March 19, 2002",13240
66 FR 66258, 01-31666,66259,https://www.federalregister.gov/documents/2001/12/21/01-31666/providing-an-order-of-succession-within-the-department-of-agriculture,https://www.govinfo.gov/content/pkg/FR-2001-12-21/pdf/01-31666.pdf,Presidential Document,Executive Order,12/21/2001,12/18/2001,66258,Providing an Order of Succession Within the Department of Agriculture,"Revoked by: EO 13542, May 13, 2010",13241
66 FR 66260, 01-31667,66261,https://www.federalregister.gov/documents/2001/12/21/01-31667/providing-an-order-of-succession-within-the-department-of-commerce,https://www.govinfo.gov/content/pkg/FR-2001-12-21/pdf/01-31667.pdf,Presidential Document,Executive Order,12/21/2001,12/18/2001,66260,Providing an Order of Succession Within the Department of Commerce,"Revokes: EO 11880, October 2, 1975; EO 12608, September 9, 1987 (in part); EO 12998, April 5, 1996; Amended by: EO 13261, March 19, 2002",13242
66 FR 66262, 01-31668,66263,https://www.federalregister.gov/documents/2001/12/21/01-31668/providing-an-order-of-succession-within-the-department-of-housing-and-urban-development,https://www.govinfo.gov/content/pkg/FR-2001-12-21/pdf/01-31668.pdf,Presidential Document,Executive Order,12/21/2001,12/18/2001,66262,Providing an Order of Succession Within the Department of Housing and Urban Development,"Revokes: EO 11274, March 30, 1966; Amended by: EO 13261, March 19, 2002",13243
66 FR 66267, 01-31669,66267,https://www.federalregister.gov/documents/2001/12/21/01-31669/providing-an-order-of-succession-within-the-department-of-the-interior,https://www.govinfo.gov/content/pkg/FR-2001-12-21/pdf/01-31669.pdf,Presidential Document,Executive Order,12/21/2001,12/18/2001,66265,Providing an Order of Succession Within the Department of the Interior,"Revokes: EO 11487, October 6, 1969; Amended by: EO 13261, March 19, 2002",13244
66 FR 66268, 01-31670,66269,https://www.federalregister.gov/documents/2001/12/21/01-31670/providing-an-order-of-succession-within-the-department-of-labor,https://www.govinfo.gov/content/pkg/FR-2001-12-21/pdf/01-31670.pdf,Presidential Document,Executive Order,12/21/2001,12/18/2001,66268,Providing an Order of Succession Within the Department of Labor,"Revokes: EO 10513, January 19, 1954; Amended by: EO 13261, March 19, 2002",13245
66 FR 66270, 01-31671,66270,https://www.federalregister.gov/documents/2001/12/21/01-31671/providing-an-order-of-succession-within-the-department-of-the-treasury,https://www.govinfo.gov/content/pkg/FR-2001-12-21/pdf/01-31671.pdf,Presidential Document,Executive Order,12/21/2001,12/18/2001,66270,Providing an Order of Succession Within the Department of the Treasury,"Revokes: EO 11822, December 10, 1974; Amended by: EO 13261, March 19, 2002",13246
66 FR 66271, 01-31672,66272,https://www.federalregister.gov/documents/2001/12/21/01-31672/providing-an-order-of-succession-within-the-department-of-veterans-affairs,https://www.govinfo.gov/content/pkg/FR-2001-12-21/pdf/01-31672.pdf,Presidential Document,Executive Order,12/21/2001,12/18/2001,66271,Providing an Order of Succession Within the Department of Veterans Affairs,"Amended by: EO 13261, March 19, 2002;;
 ;  See:  Memorandum of February 12, 2003 (68 FR 10141)",13247
66 FR 64907, 01-31119,64907,https://www.federalregister.gov/documents/2001/12/14/01-31119/designation-of-afghanistan-and-the-airspace-above-as-a-combat-zone,https://www.govinfo.gov/content/pkg/FR-2001-12-14/pdf/01-31119.pdf,Presidential Document,Executive Order,12/14/2001,12/12/2001,64907,Designation of Afghanistan and the Airspace Above as a Combat Zone,"",13239
66 FR 63903, 01-30624,63903,https://www.federalregister.gov/documents/2001/12/10/01-30624/closing-of-federal-government-executive-departments-and-agencies-on-monday-december-24-2001,https://www.govinfo.gov/content/pkg/FR-2001-12-10/pdf/01-30624.pdf,Presidential Document,Executive Order,12/10/2001,12/05/2001,63901,"Closing of Federal Government Executive Departments and Agencies on Monday, December 24, 2001","See:  EO 11582, February 11, 1971",13238
66 FR 59851, 01-29948,59853,https://www.federalregister.gov/documents/2001/11/30/01-29948/creation-of-the-presidents-council-on-bioethics,https://www.govinfo.gov/content/pkg/FR-2001-11-30/pdf/01-29948.pdf,Presidential Document,Executive Order,11/30/2001,11/28/2001,59849,Creation of the President's Council on Bioethics,"Amended by: EO 13316, September 17, 2003; EO 13385, September 29, 2005; Continued by: EO 13446, September 28, 2007; Superseded by: EO 13521, November 24, 2009",13237
66 FR 59671, 01-29831,59671,https://www.federalregister.gov/documents/2001/11/29/01-29831/waiver-of-dual-compensation-provisions-of-the-central-intelligence-agency-retirement-act-of-1964,https://www.govinfo.gov/content/pkg/FR-2001-11-29/pdf/01-29831.pdf,Presidential Document,Executive Order,11/29/2001,11/27/2001,59669,Waiver of Dual Compensation Provisions of the Central Intelligence Agency Retirement Act of 1964,"",13236
66 FR 58343, 01-29219,58343,https://www.federalregister.gov/documents/2001/11/20/01-29219/national-emergency-construction-authority,https://www.govinfo.gov/content/pkg/FR-2001-11-20/pdf/01-29219.pdf,Presidential Document,Executive Order,11/20/2001,11/16/2001,58341,National Emergency Construction Authority,"See:  Notice of September 12, 2002 (67 FR 58317); Notice of September 10, 2003 (68 FR 53665); Notice of September 10, 2004 (69 FR 55313); Notice of September 8, 2005 (70 FR 54229)",13235
66 FR 57355, 01-28762,57356,https://www.federalregister.gov/documents/2001/11/15/01-28762/presidential-task-force-on-citizen-preparedness-in-the-war-on-terrorism,https://www.govinfo.gov/content/pkg/FR-2001-11-15/pdf/01-28762.pdf,Presidential Document,Executive Order,11/15/2001,11/09/2001,57355,Presidential Task Force on Citizen Preparedness in the War on Terrorism,"Federal Register page and date:   66 FR 57355, November 15, 2001;  Amended by: EO 13284, January 23, 2003",13234
66 FR 56025, 01-27917,56029,https://www.federalregister.gov/documents/2001/11/05/01-27917/further-implementation-of-the-presidential-records-act,https://www.govinfo.gov/content/pkg/FR-2001-11-05/pdf/01-27917.pdf,Presidential Document,Executive Order,11/05/2001,11/01/2001,56023,Further Implementation of the Presidential Records Act,"Revokes: EO 12667, January 18, 1989; Revoked by: EO 13489, January 21, 2009",13233
66 FR 53941, 01-26990,53941,https://www.federalregister.gov/documents/2001/10/24/01-26990/further-amendment-to-executive-order-10789-as-amended-to-authorize-the-department-of-health-and,https://www.govinfo.gov/content/pkg/FR-2001-10-24/pdf/01-26990.pdf,Presidential Document,Executive Order,10/24/2001,10/20/2001,53939,"Further Amendment to Executive Order 10789, as Amended, To Authorize the Department of Health and Human Services To Exercise Certain Contracting Authority in Connection With National Defense Functions","Amends:  EO 10789, November 14, 1958",13232
